File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF457WCM	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF862HCJ/, /files/mm10_no_alt.chrom.sizes/	42480913	ENCODE Processing Pipeline	01f86086e9d00fb030d5983891653af2		https://www.encodeproject.org/files/ENCFF457WCM/@@download/ENCFF457WCM.bigWig	M21			released	s3://encode-public/2022/11/07/5d6a9f3e-7e3d-47a3-b64e-8fbac4172bdf/ENCFF457WCM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/5d6a9f3e-7e3d-47a3-b64e-8fbac4172bdf/ENCFF457WCM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth	missing spikeins, insufficient read length	
ENCFF243EAY	tsv	tsv		gene quantifications	mm10	ENCSR000CHC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF968IGK/, /files/ENCFF363TFV/	13142428	ENCODE Processing Pipeline	195cbc5bd34740953ab00c66bb89cc64		https://www.encodeproject.org/files/ENCFF243EAY/@@download/ENCFF243EAY.tsv	M21			released	s3://encode-public/2022/11/07/65de1e8f-14a8-4622-a3a4-3aa620d3bf36/ENCFF243EAY.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/65de1e8f-14a8-4622-a3a4-3aa620d3bf36/ENCFF243EAY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth	missing spikeins, insufficient read length	
ENCFF869SYW	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CGX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002037	cerebellum	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF554AKF/	58854156	ENCODE Processing Pipeline	8d065b77f079ca417076129a9c0b04c5		https://www.encodeproject.org/files/ENCFF869SYW/@@download/ENCFF869SYW.bigWig	M21			released	s3://encode-public/2022/11/07/373fd087-0ebc-44ef-87ea-09dea97a494c/ENCFF869SYW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/373fd087-0ebc-44ef-87ea-09dea97a494c/ENCFF869SYW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth	missing spikeins, insufficient read length	
ENCFF016OSX	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CGX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002037	cerebellum	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF554AKF/	56651005	ENCODE Processing Pipeline	f6da80e192b5a26c843d60f20bd77e7c		https://www.encodeproject.org/files/ENCFF016OSX/@@download/ENCFF016OSX.bigWig	M21			released	s3://encode-public/2022/11/07/dd1fda33-fda4-4e0c-a991-2bb88b537280/ENCFF016OSX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/dd1fda33-fda4-4e0c-a991-2bb88b537280/ENCFF016OSX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth	missing spikeins, insufficient read length	
ENCFF204PPV	tsv	tsv		gene quantifications	mm10	ENCSR000CGX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002037	cerebellum	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF071WWO/	13165245	ENCODE Processing Pipeline	f6b0abdcdb67b6fe9935251a25858c4f		https://www.encodeproject.org/files/ENCFF204PPV/@@download/ENCFF204PPV.tsv	M21			released	s3://encode-public/2022/11/07/547c8b24-b626-46a7-b561-7fbcbc24392d/ENCFF204PPV.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/547c8b24-b626-46a7-b561-7fbcbc24392d/ENCFF204PPV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth	missing spikeins, insufficient read length	
ENCFF755JOX	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHF	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF693WBP/, /files/mm10_no_alt.chrom.sizes/	38773160	ENCODE Processing Pipeline	75edc3e8a0e8ffd96b408e40465fb3e7		https://www.encodeproject.org/files/ENCFF755JOX/@@download/ENCFF755JOX.bigWig	M21			released	s3://encode-public/2022/11/07/0aa71a4e-fec0-42e8-9ccd-52f48fb06e1e/ENCFF755JOX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/0aa71a4e-fec0-42e8-9ccd-52f48fb06e1e/ENCFF755JOX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	missing spikeins, insufficient read length	
ENCFF347KYT	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHF	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF693WBP/, /files/mm10_no_alt.chrom.sizes/	39415114	ENCODE Processing Pipeline	99e7090765adeb5b229e5e8792f3e6a1		https://www.encodeproject.org/files/ENCFF347KYT/@@download/ENCFF347KYT.bigWig	M21			released	s3://encode-public/2022/11/07/b0785804-9752-46a3-b224-5a4c91f9802f/ENCFF347KYT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/b0785804-9752-46a3-b224-5a4c91f9802f/ENCFF347KYT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	missing spikeins, insufficient read length	
ENCFF926IIV	tsv	tsv		gene quantifications	mm10	ENCSR000CHF	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF866XJA/, /files/ENCFF363TFV/	13100110	ENCODE Processing Pipeline	60633e78ad5e28a54288edb4f35c2feb		https://www.encodeproject.org/files/ENCFF926IIV/@@download/ENCFF926IIV.tsv	M21			released	s3://encode-public/2022/11/07/db18959a-554e-41f9-a2fa-7a92cc467fa4/ENCFF926IIV.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/db18959a-554e-41f9-a2fa-7a92cc467fa4/ENCFF926IIV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	missing spikeins, insufficient read length	
ENCFF549OIA	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002108	small intestine	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF591JFU/, /files/mm10_no_alt.chrom.sizes/	30058810	ENCODE Processing Pipeline	1215730972b11f4fd9a61c2f0d41976b		https://www.encodeproject.org/files/ENCFF549OIA/@@download/ENCFF549OIA.bigWig	M21			released	s3://encode-public/2022/11/07/3e4e5108-0e12-47c8-b462-6b40fee77771/ENCFF549OIA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/3e4e5108-0e12-47c8-b462-6b40fee77771/ENCFF549OIA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF127FZL	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002108	small intestine	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF591JFU/, /files/mm10_no_alt.chrom.sizes/	29238782	ENCODE Processing Pipeline	47e98d7acf38fa2a213e445f17d82c9c		https://www.encodeproject.org/files/ENCFF127FZL/@@download/ENCFF127FZL.bigWig	M21			released	s3://encode-public/2022/11/07/84c195c8-93e5-478f-9d02-e9b38ac4e136/ENCFF127FZL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/84c195c8-93e5-478f-9d02-e9b38ac4e136/ENCFF127FZL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF264ZOX	tsv	tsv		gene quantifications	mm10	ENCSR000CHI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002108	small intestine	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF108BDW/, /files/ENCFF363TFV/	13106302	ENCODE Processing Pipeline	ae7c4555e4563118c0c7427da3388c46		https://www.encodeproject.org/files/ENCFF264ZOX/@@download/ENCFF264ZOX.tsv	M21			released	s3://encode-public/2022/11/07/7063843f-7a2b-4424-9f88-a1a66c35458e/ENCFF264ZOX.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/7063843f-7a2b-4424-9f88-a1a66c35458e/ENCFF264ZOX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF352GQX	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF450WQL/	23286502	ENCODE Processing Pipeline	e57109a6c55f8f7a5d8bea8a7f4bb398		https://www.encodeproject.org/files/ENCFF352GQX/@@download/ENCFF352GQX.bigWig	M21			released	s3://encode-public/2022/11/07/b76cb644-04a7-4e26-8a8a-9fe804b6cb78/ENCFF352GQX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/b76cb644-04a7-4e26-8a8a-9fe804b6cb78/ENCFF352GQX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF367HHU	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF450WQL/	22918890	ENCODE Processing Pipeline	629c0aa686059fd795fd9a0af545f0c4		https://www.encodeproject.org/files/ENCFF367HHU/@@download/ENCFF367HHU.bigWig	M21			released	s3://encode-public/2022/11/07/28633435-8062-4baf-b139-a35823c47614/ENCFF367HHU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/28633435-8062-4baf-b139-a35823c47614/ENCFF367HHU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF269QPX	tsv	tsv		gene quantifications	mm10	ENCSR000CHE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/ENCFF345LRH/, /files/ENCFF363TFV/	13133696	ENCODE Processing Pipeline	2fc0bb069eead4b43664f9b4f68b76bd		https://www.encodeproject.org/files/ENCFF269QPX/@@download/ENCFF269QPX.tsv	M21			released	s3://encode-public/2022/11/07/3af436b3-29c9-41a4-968d-1a56dccf1c24/ENCFF269QPX.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/3af436b3-29c9-41a4-968d-1a56dccf1c24/ENCFF269QPX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF812PFF	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CGW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002106	spleen	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF023YFX/, /files/mm10_no_alt.chrom.sizes/	32279291	ENCODE Processing Pipeline	446ae901065fe1507ea17e1d94ca6784		https://www.encodeproject.org/files/ENCFF812PFF/@@download/ENCFF812PFF.bigWig	M21			released	s3://encode-public/2022/11/07/c5baf4a8-63d5-405e-9a49-03b3cab18888/ENCFF812PFF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/c5baf4a8-63d5-405e-9a49-03b3cab18888/ENCFF812PFF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF820MFJ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CGW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002106	spleen	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF023YFX/, /files/mm10_no_alt.chrom.sizes/	31522694	ENCODE Processing Pipeline	1cf53dce89ae410a44583148830de997		https://www.encodeproject.org/files/ENCFF820MFJ/@@download/ENCFF820MFJ.bigWig	M21			released	s3://encode-public/2022/11/07/efd05c91-f033-442e-9241-381550aa2f4f/ENCFF820MFJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/efd05c91-f033-442e-9241-381550aa2f4f/ENCFF820MFJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF039RMJ	tsv	tsv		gene quantifications	mm10	ENCSR000CGW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002106	spleen	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF261KHK/, /files/ENCFF363TFV/	13142953	ENCODE Processing Pipeline	6412a98fe1550fef0910610bd3e24d29		https://www.encodeproject.org/files/ENCFF039RMJ/@@download/ENCFF039RMJ.tsv	M21			released	s3://encode-public/2022/11/07/0873a4d1-f423-44a3-b5dd-9bfde3ee04c6/ENCFF039RMJ.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/0873a4d1-f423-44a3-b5dd-9bfde3ee04c6/ENCFF039RMJ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF459MOL	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001348	brown adipose tissue	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF593NAZ/	15197847	ENCODE Processing Pipeline	985ab3e2fa4febc828074f522bedb1e1		https://www.encodeproject.org/files/ENCFF459MOL/@@download/ENCFF459MOL.bigWig	M21			released	s3://encode-public/2022/11/07/0af28f81-20f5-4c43-83c7-ffb777048670/ENCFF459MOL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/0af28f81-20f5-4c43-83c7-ffb777048670/ENCFF459MOL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF381WIF	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001348	brown adipose tissue	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF593NAZ/	15127421	ENCODE Processing Pipeline	17672d81ebcc074bddc60fd208898f23		https://www.encodeproject.org/files/ENCFF381WIF/@@download/ENCFF381WIF.bigWig	M21			released	s3://encode-public/2022/11/07/e6e2dd73-7c9d-45b0-8e09-e0c71600ad44/ENCFF381WIF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/e6e2dd73-7c9d-45b0-8e09-e0c71600ad44/ENCFF381WIF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF034LZM	tsv	tsv		gene quantifications	mm10	ENCSR000CHN	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001348	brown adipose tissue	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	2	2_1							/files/ENCFF897UZL/, /files/ENCFF363TFV/	13164590	ENCODE Processing Pipeline	d7e9c02c5672be9473e6afcec766795e		https://www.encodeproject.org/files/ENCFF034LZM/@@download/ENCFF034LZM.tsv	M21			released	s3://encode-public/2022/11/07/65175a22-7e06-4304-af43-783d0fc516be/ENCFF034LZM.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/65175a22-7e06-4304-af43-783d0fc516be/ENCFF034LZM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released		insufficient read depth, missing spikeins, insufficient read length	
ENCFF385RIA	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF455LAQ/	26796972	ENCODE Processing Pipeline	631f94e518c5f481ca642e14b9050be5		https://www.encodeproject.org/files/ENCFF385RIA/@@download/ENCFF385RIA.bigWig	M21			released	s3://encode-public/2022/11/07/40fcad33-feb0-4182-9806-44930ad8a812/ENCFF385RIA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/40fcad33-feb0-4182-9806-44930ad8a812/ENCFF385RIA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF107IDC	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF455LAQ/	25437120	ENCODE Processing Pipeline	65a7475050649871eb6de41a8f60e4f7		https://www.encodeproject.org/files/ENCFF107IDC/@@download/ENCFF107IDC.bigWig	M21			released	s3://encode-public/2022/11/07/f60bc833-0b3c-4537-99e9-f5e230951ffc/ENCFF107IDC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/f60bc833-0b3c-4537-99e9-f5e230951ffc/ENCFF107IDC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF805SYI	tsv	tsv		gene quantifications	mm10	ENCSR000CHB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA					reverse	2011-08-04	ENCODE		see document	>200	1	1_1							/files/ENCFF463BEX/, /files/ENCFF363TFV/	13148713	ENCODE Processing Pipeline	032efb73f1fbacb264c4766d4062762f		https://www.encodeproject.org/files/ENCFF805SYI/@@download/ENCFF805SYI.tsv	M21			released	s3://encode-public/2022/11/07/fc3716e5-1118-49c5-b144-b58de91f35c4/ENCFF805SYI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/fc3716e5-1118-49c5-b144-b58de91f35c4/ENCFF805SYI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low read depth, low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF818LIM	bigWig	bigWig		signal of unique reads	mm10	ENCSR347SQR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF252LKY/, /files/mm10_no_alt.chrom.sizes/	205083561	ENCODE Processing Pipeline	b476caa7c4405c31ccd606b2f90fae04		https://www.encodeproject.org/files/ENCFF818LIM/@@download/ENCFF818LIM.bigWig	M21			released	s3://encode-public/2021/03/15/7c207772-c1db-4dac-8165-ba94ca3f8369/ENCFF818LIM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/7c207772-c1db-4dac-8165-ba94ca3f8369/ENCFF818LIM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF734XAZ	tsv	tsv		gene quantifications	mm10	ENCSR347SQR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF851TYV/, /files/ENCFF363TFV/	11897623	ENCODE Processing Pipeline	8c54cdb4e61753dac813d1cf83c6afba		https://www.encodeproject.org/files/ENCFF734XAZ/@@download/ENCFF734XAZ.tsv	M21			released	s3://encode-public/2021/03/15/c978736e-26ff-4c9e-842b-94c83a5a53ea/ENCFF734XAZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/c978736e-26ff-4c9e-842b-94c83a5a53ea/ENCFF734XAZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF785KAJ	tsv	tsv		gene quantifications	mm10	ENCSR992WBR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF988ZTR/	11897250	ENCODE Processing Pipeline	8903f4dd28ce7e46d31ad7bc58c0e2c6		https://www.encodeproject.org/files/ENCFF785KAJ/@@download/ENCFF785KAJ.tsv	M21			released	s3://encode-public/2021/03/24/3600f960-cbe7-4c03-9f93-2dfe40e248a4/ENCFF785KAJ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/3600f960-cbe7-4c03-9f93-2dfe40e248a4/ENCFF785KAJ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF678XDF	bigWig	bigWig		signal of unique reads	mm10	ENCSR992WBR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF608JDQ/, /files/mm10_no_alt.chrom.sizes/	171527162	ENCODE Processing Pipeline	e1489716e9a01854bf53cae022b971e7		https://www.encodeproject.org/files/ENCFF678XDF/@@download/ENCFF678XDF.bigWig	M21			released	s3://encode-public/2021/03/24/1996d6f9-8652-4c1b-ad90-0692850f9a65/ENCFF678XDF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/1996d6f9-8652-4c1b-ad90-0692850f9a65/ENCFF678XDF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
